Align,Alive,date corrigé,EYE,First Appearance,GSM,Hair,ID,Name,SEX,Today,Universe,DC,Marvel,Number of Records,Time of existence,Total number of appearances
Neutral Characters,Deceased Characters,,Blue Eyes,01-03-1971,,Black Hair,Secret Identity,Metron (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,50,161
Good Characters,Living Characters,,Photocellular Eyes,01-04-1962,,,Secret Identity,Iron (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,59,161
Good Characters,Living Characters,,Photocellular Eyes,01-04-1962,,,Secret Identity,Lead (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,59,161
,Living Characters,,Blue Eyes,01-03-1960,,Brown Hair,Public Identity,Lucas Carr (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,61,161
Good Characters,Living Characters,,Blue Eyes,01-05-1959,Homosexual Characters,Red Hair,Secret Identity,Hartley Rathaway (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,62,160
Good Characters,Living Characters,,Green Eyes,01-10-1986,,Red Hair,Public Identity,Lana Lang (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,35,159
Good Characters,Living Characters,,Blue Eyes,01-10-1992,,White Hair,Secret Identity,Rose Wilson (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,29,158
Bad Characters,Living Characters,,Black Eyes,01-05-1971,,Black Hair,Public Identity,DeSaad (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,50,158
Good Characters,Living Characters,,Black Eyes,01-05-1961,,Black Hair,Secret Identity,Charles Taine (Pre-Zero Hour),Male Characters,02-10-2021,DC Comics,1,,1,60,158
Bad Characters,Living Characters,,Brown Eyes,01-01-1993,,Brown Hair,Secret Identity,Bane (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,28,157
Good Characters,Living Characters,,White Eyes,01-02-1982,,,Secret Identity,Salakk (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,39,155
Good Characters,Living Characters,,Photocellular Eyes,01-04-1962,,,Secret Identity,Tin (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,59,155
Good Characters,Deceased Characters,,,01-03-1937,,Red Hair,,Samuel Morgan (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,84,155
Neutral Characters,Living Characters,,Blue Eyes,01-09-1966,,Blond Hair,Secret Identity,Eve Eden (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,55,154
Bad Characters,Living Characters,,Blue Eyes,01-10-1999,,Blond Hair,Public Identity,Harleen Quinzel (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,22,153
Neutral Characters,Living Characters,,Brown Eyes,01-05-1975,,Black Hair,Secret Identity,Benjamin Turner (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,46,153
Bad Characters,Living Characters,,Blue Eyes,01-01-1960,,Black Hair,Secret Identity,Mark Mardon (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,61,152
Neutral Characters,Living Characters,,Brown Eyes,01-12-1945,,Black Hair,Secret Identity,Teth-Adam (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,76,152
Good Characters,Living Characters,,Blue Eyes,01-01-1987,,Blond Hair,Public Identity,Catherine Grant (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,34,151
Good Characters,Deceased Characters,,Blue Eyes,01-01-1942,,Brown Hair,Secret Identity,Terrence Sloane (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,79,151
Good Characters,Living Characters,,Blue Eyes,01-09-1972,,Red Hair,Public Identity,Jason Blood (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,49,148
Good Characters,Living Characters,,Photocellular Eyes,01-04-1962,,,Secret Identity,Gold (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,59,147
Bad Characters,Living Characters,,Blue Eyes,01-02-1959,,,Secret Identity,Victor Fries (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,62,143
Good Characters,Deceased Characters,,Brown Eyes,01-02-1987,,Brown Hair,Public Identity,Thomas Wayne (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,34,142
Bad Characters,Deceased Characters,,Black Eyes,01-06-1962,,Black Hair,Public Identity,Arthur Light (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,59,142
Good Characters,Living Characters,,,01-02-1957,,Black Hair,Public Identity,Lester Davis (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,64,142
Good Characters,Living Characters,,Green Eyes,01-09-1994,,Red Hair,Public Identity,Artemis of Bana-Mighdall (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,27,141
Good Characters,Living Characters,,Blue Eyes,01-12-1958,,Black Hair,Public Identity,Alanna Strange (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,63,141
Good Characters,Living Characters,,Blue Eyes,01-09-1967,,White Hair,Public Identity,Nuidis Vulko (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,54,140
Good Characters,Living Characters,,Blue Eyes,01-11-1964,,Brown Hair,Secret Identity,Steven Dayton (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,57,140
Good Characters,Deceased Characters,,Black Eyes,01-10-1938,,Black Hair,Secret Identity,Lee Travis (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,83,139
Good Characters,Deceased Characters,,Brown Eyes,01-03-1978,,Grey Hair,Secret Identity,Martin Stein (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,43,138
,Living Characters,,Blue Eyes,01-03-1971,,Strawberry Blond Hair,Secret Identity,Solis (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,50,138
,Living Characters,,,01-06-1942,,,Public Identity,Alfred Twidgett (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,79,137
Good Characters,Living Characters,,,01-09-1941,,Red Hair,,Tubby Watts (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,80,137
Good Characters,Deceased Characters,,Blue Eyes,01-07-1970,,Blond Hair,Secret Identity,Unknown Soldier I (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,51,136
Neutral Characters,Deceased Characters,,Blue Eyes,01-07-1960,,Blond Hair,Secret Identity,Giovanni Giuseppe (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,61,136
Good Characters,Living Characters,,Blue Eyes,01-10-1984,,Black Hair,Secret Identity,Cynthia Reynolds (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,37,134
Good Characters,Living Characters,,Blue Eyes,01-10-1948,,Red Hair,Public Identity,Victoria Vale (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,73,134
Good Characters,Living Characters,,Brown Eyes,01-01-1979,,Black Hair,Public Identity,Lucius Fox (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,42,133
Good Characters,Living Characters,,Green Eyes,01-01-1992,,White Hair,Public Identity,Ganthet (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,29,132
Good Characters,Deceased Characters,,Grey Eyes,01-03-1971,,White Hair,Public Identity,Izaya (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,50,132
,Living Characters,,Brown Eyes,01-08-1987,,,Public Identity,Barbara Ann Minerva (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,34,131
Good Characters,Living Characters,,Blue Eyes,01-09-1976,,Brown Hair,Secret Identity,Rory Regan (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,45,131
Bad Characters,Living Characters,,Red Eyes,01-07-1963,,Black Hair,Secret Identity,Eclipso (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,58,131
,Living Characters,,Blue Eyes,01-11-1963,,,Public Identity,Mick Rory (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,58,131
Good Characters,Living Characters,,Brown Eyes,01-02-1957,,Blond Hair,Public Identity,Kyle Morgan (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,64,131
Good Characters,Living Characters,,Blue Eyes,01-02-1957,,Red Hair,Public Identity,Matthew Ryan (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,64,131
Good Characters,Deceased Characters,,Blue Eyes,01-08-1947,,Black Hair,Secret Identity,Dinah Drake (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,74,131
Neutral Characters,Living Characters,,Brown Eyes,01-06-1970,,Brown Hair,Secret Identity,Robert Langstrom (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,51,130
Good Characters,Living Characters,,Blue Eyes,01-12-1964,,Brown Hair,Public Identity,Sargent Steel (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,57,130
Good Characters,Living Characters,,Black Eyes,01-09-1941,,White Hair,,Victory (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,80,130
Good Characters,Deceased Characters,,,01-07-1964,,Black Hair,Public Identity,Katma Tui (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,57,129
Good Characters,Living Characters,,Brown Eyes,01-02-1957,,Brown Hair,Public Identity,Walter Haley (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,64,129
Good Characters,Deceased Characters,,Blue Eyes,01-06-1967,,Strawberry Blond Hair,Secret Identity,Charles Victor Szasz (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,54,128
Bad Characters,Living Characters,,Red Eyes,01-02-1987,,Blond Hair,Public Identity,Ares (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,34,127
Good Characters,Living Characters,,,01-06-1942,,Black Hair,Public Identity,Rip Carter (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,79,127
Good Characters,Deceased Characters,,Photocellular Eyes,01-05-1989,,Black Hair,Public Identity,Eradicator (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,32,126
Bad Characters,Living Characters,,Hazel Eyes,01-01-1987,,Grey Hair,Public Identity,Emil Hamilton (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,34,126
Neutral Characters,Living Characters,,Grey Eyes,01-09-1942,,Black Hair,Secret Identity,Richard Swift (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,79,126
Good Characters,Living Characters,,Blue Eyes,01-05-1995,,Black Hair,Secret Identity,Frederick Freeman (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,26,125
Good Characters,Living Characters,,Blue Eyes,01-08-1989,,Black Hair,Secret Identity,Katar Hol (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,32,125
,Living Characters,,Grey Eyes,01-10-1935,,Black Hair,Secret Identity,Richard Occult (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,86,125
Good Characters,Deceased Characters,,Brown Eyes,01-09-1989,,Red Hair,Public Identity,Maxima (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,32,124
Good Characters,Living Characters,,Blue Eyes,01-10-1988,,White Hair,Secret Identity,Dawn Granger (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,33,124
Good Characters,Deceased Characters,,Green Eyes,01-05-1940,,Strawberry Blond Hair,Secret Identity,Inza Cramer (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,81,124
Good Characters,Living Characters,,Blue Eyes,01-09-1996,,Blond Hair,Secret Identity,Linda Danvers (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,25,123
Good Characters,Living Characters,,Green Eyes,01-03-1971,,,Public Identity,Dubbilex (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,50,123
Good Characters,Deceased Characters,,Blue Eyes,01-05-1959,,Blond Hair,Public Identity,Gunner MacKay (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,62,123
Good Characters,Living Characters,,Blue Eyes,01-10-1996,,Black Hair,Secret Identity,Antonia Monetti (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,25,122
Good Characters,Living Characters,,Black Eyes,01-09-1994,,Black Hair,Public Identity,Jack Knight (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,27,122
Good Characters,Living Characters,,,01-02-1986,,,Public Identity,Skeets (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,35,122
Good Characters,Living Characters,,Green Eyes,01-02-1978,,Black Hair,Public Identity,Nimue Inwudu (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,43,121
Good Characters,Living Characters,,,01-06-1964,,,Secret Identity,Khaji Da (New Earth),,02-10-2021,DC Comics,1,,1,57,121
Good Characters,Deceased Characters,,Blue Eyes,01-05-1959,,Strawberry Blond Hair,Public Identity,Sarge Clay (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,62,121
,Living Characters,,Blue Eyes,01-12-1942,,Blond Hair,Secret Identity,Elizabeth Lawrence (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,79,120
Neutral Characters,Living Characters,,Grey Eyes,01-05-1958,,Brown Hair,Public Identity,Pallas Athena (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,63,118
Good Characters,Deceased Characters,,Brown Eyes,01-03-2000,,,Secret Identity,Crispus Allen (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,21,116
Bad Characters,Living Characters,,Brown Eyes,01-02-1989,,Brown Hair,Secret Identity,Evan McCulloch (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,32,116
Good Characters,Deceased Characters,,Blue Eyes,01-06-1981,,Red Hair,Public Identity,Terrence Long (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,40,116
Good Characters,Living Characters,,White Eyes,01-02-1989,,,Public Identity,Strata (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,32,115
Bad Characters,Deceased Characters,,Blue Eyes,01-06-1971,,White Hair,Public Identity,Granny Goodness (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,50,115
Good Characters,Deceased Characters,,Blue Eyes,01-12-1968,,Silver Hair,,Dolphin (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,53,115
Neutral Characters,Living Characters,,Blue Eyes,01-12-1941,,White Hair,Public Identity,Zeus (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,80,115
Good Characters,Living Characters,,Blue Eyes,01-02-1987,Homosexual Characters,Red Hair,Secret Identity,Holly Robinson (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,34,114
Good Characters,Deceased Characters,,Blue Eyes,01-02-1987,,Black Hair,Public Identity,Martha Kane (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,34,113
Bad Characters,Living Characters,,Red Eyes,01-07-1962,,Green Hair,Public Identity,Jason Woodrue (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,59,113
Good Characters,Deceased Characters,,Brown Eyes,01-05-1941,,Brown Hair,Secret Identity,John Sargent (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,80,113
Good Characters,Deceased Characters,,Hazel Eyes,01-02-1940,,Brown Hair,Public Identity,Dian Belmont (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,81,113
Good Characters,Deceased Characters,,Yellow Eyes,01-06-1984,,Grey Hair,Secret Identity,Edward Bloomberg (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,37,111
Good Characters,Living Characters,,Blue Eyes,01-03-1976,,White Hair,Public Identity,Leslie Thompkins (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,45,111
Good Characters,Deceased Characters,,Blue Eyes,01-01-1991,,Blond Hair,Secret Identity,Tara Markov (Team Titans),Female Characters,02-10-2021,DC Comics,1,,1,30,110
Good Characters,Deceased Characters,,Brown Eyes,01-02-1987,,Brown Hair,Secret Identity,Dmitri Pushkin (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,34,110
Good Characters,Living Characters,,Green Eyes,01-04-1966,,Black Hair,Secret Identity,June Moone (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,55,110
Good Characters,Living Characters,,Blue Eyes,01-05-2001,,Blond Hair,Secret Identity,Mia Dearden (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,20,109
Good Characters,Living Characters,,Blue Eyes,01-03-1955,,White Hair,Secret Identity,Krypto (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,66,109
Good Characters,Living Characters,,Black Eyes,01-09-1949,,Black Hair,Public Identity,Ohiyesa I (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,72,109
Good Characters,Deceased Characters,,Brown Eyes,01-03-1942,,Brown Hair,Secret Identity,Donald Richards (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,79,109
Good Characters,Living Characters,,Red Eyes,01-06-1997,,White Hair,Public Identity,Zauriel (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,24,108
Good Characters,Living Characters,,Green Eyes,01-12-1968,,Blond Hair,Secret Identity,Leonid Kovar (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,53,108
Neutral Characters,Living Characters,,Blue Eyes,01-01-1963,,Blond Hair,Secret Identity,Thomas Blake (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,58,108
Good Characters,Living Characters,,Blue Eyes,01-09-1985,,Red Hair,Public Identity,Emily Briggs (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,36,107
Good Characters,Deceased Characters,,Green Eyes,01-02-1970,,Strawberry Blond Hair,Secret Identity,Lilith Clay (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,51,107
Good Characters,Living Characters,,Blue Eyes,01-09-1980,,Blond Hair,Secret Identity,Thomas Tresser (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,41,106
Good Characters,Living Characters,,Blue Eyes,01-02-1965,,Red Hair,Public Identity,Hans von Hammer (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,56,106
Good Characters,Living Characters,,Blue Eyes,01-02-1948,,Brown Hair,Secret Identity,William Polk (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,73,106
Good Characters,Deceased Characters,,Green Eyes,01-07-1982,,Blond Hair,Public Identity,Lyla Michaels (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,39,105
Good Characters,Living Characters,,,01-07-1963,,Brown Hair,Public Identity,Bruce Gordon (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,58,105
Good Characters,Living Characters,,,01-05-1956,,Blond Hair,,Sugar Plumm (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,65,105
Bad Characters,Living Characters,,Blue Eyes,01-10-1948,,Red Hair,Secret Identity,Jervis Tetch (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,73,105
Good Characters,Living Characters,,Blue Eyes,01-11-1989,,Black Hair,Secret Identity,Enya Wazzo (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,32,104
Neutral Characters,Living Characters,,Blue Eyes,01-07-1978,,Blond Hair,Secret Identity,Werner Vertigo (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,43,104
Neutral Characters,Living Characters,,Blue Eyes,01-01-1965,,Blond Hair,,Sapphire Stagg (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,56,104
Good Characters,Living Characters,,Blue Eyes,01-02-1959,,Blond Hair,Secret Identity,Zinda Blake (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,62,104
Good Characters,Living Characters,,,01-05-1956,,Red Hair,,Cecil Wilson (New Earth),Male Characters,02-10-2021,DC Comics,1,,1,65,104
Neutral Characters,Living Characters,,Blue Eyes,01-12-1941,,Blond Hair,Public Identity,Aphrodite (New Earth),Female Characters,02-10-2021,DC Comics,1,,1,80,104
